YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SN02,SN03,SN52,SN53,SNOW,SNWD,SX02,SX03,SX52,SX53,TAVG,THIC,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV07,WV20
1980,10,26,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,-9.0,,-9.0,,,,,,,,,,,,,,
1980,10,27,90.0,80.0,,,,,,,,348.0,,25.0,,,,,,,,,0.0,,,,,,,53.96,41.0,162.0,,,,,,,,,,87.0,63.0,,,999.0,,,999.0,,999.0,,,,,,,1.0,,1.0,,,,,
1980,10,28,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,-999.0,,-999.0,,,,,,,,,,,,,,
1980,10,30,0.0,0.0,,,,,,,,1400.0,0.0,88.0,,,,,,,,0.0,0.0,,,,,,,62.059999999999995,37.94,582.0,,,,,,,,,,51.0,36.0,,,9999.0,,,9999.0,,9999.0,,,,,,,9999.0,,9999.0,,,,,
1980,10,31,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,32.0,,,,,,,,,,,,,,,-99.0,,,-99.0,,-99.0,,,,,,,-99.0,,-99.0,,,,,
1980,11,1,60.0,90.0,,,,,,,,1236.0,0.0,60.0,,,,,,,,0.0,0.0,,,,,,,64.94,30.92,372.0,,,,180.0,270.0,-9999.0,,,,72.0,49.0,-9999.0,,,,,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,
1980,11,2,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,,,,,,-9.0,,,,,,,-9.0,,-9.0,,,,,
1980,11,3,40.0,40.0,,,,,,,,554.0,0.0,78.0,,,,,,,,0.0,0.0,,,,,,,66.92,39.02,486.0,,,,,,999.0,,,,62.0,40.0,999.0,,,,,,,999.0,,,,,,,999.0,,999.0,,,,,
1980,11,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,-999.0,,,,,,,-999.0,,-999.0,,,,,
1980,11,6,20.0,40.0,,,,,,,,1236.0,0.0,97.0,,,,,,,,0.0,0.0,,,,,,,66.92,37.94,600.0,,,,,,9999.0,,,,67.0,54.0,9999.0,,,,,,,9999.0,,,,,,,9999.0,,9999.0,,,,,
1980,11,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,32.0,,,,,,,-99.0,,,,,,-99.0,,,,,,,-99.0,,,,,,,-99.0,,-99.0,,,,,
1980,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,99.0,,,,,,,99.0,,99.0,,,,,
1980,11,9,70.0,90.0,,,,,,,,924.0,0.0,27.0,,,,,,,,0.0,0.0,,,,,,,69.98,37.94,168.0,,,,315.0,315.0,-9999.0,,,,57.0,40.0,-9999.0,,,,,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,
1980,11,10,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,,,,,,-9.0,,,,,,,-9.0,,-9.0,,,,,
1980,11,11,60.0,40.0,,,,,,,,148.0,0.0,85.0,,,,,,,,0.0,0.0,,,,,,,73.94,46.94,522.0,,,,,,999.0,,,,164.0,125.0,999.0,,,,,,,999.0,,,,,,,999.0,,999.0,,,,,
1980,11,12,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,-999.0,,,,,
1980,11,14,80.0,80.0,,,,,,,,1500.0,0.0,46.0,,,,,,,,0.0,0.0,,,,,,,59.0,39.02,282.0,,,,,,9999.0,,,,67.0,45.0,9999.0,,,,,,,9999.0,,,,,,,9999.0,,9999.0,,,,,
1980,11,15,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,32.0,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,,,,,-99.0,,-99.0,,,,,
1980,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,,,,,,,,99.0,,99.0,,,,,
1980,11,17,100.0,100.0,,,,,,,,2106.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,64.04,42.08,0.0,,,,180.0,180.0,-9999.0,,,,159.0,116.0,-9999.0,,,,,,,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1980,11,18,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,,
1980,11,19,100.0,100.0,,,,,,,,42.0,119.0,0.0,,,,,,,,,0.0,,,,,,,55.04,37.04,0.0,,,,,,999.0,,,,134.0,76.0,999.0,,,,,,,999.0,,,,,,,1.0,,1.0,,,,,
1980,11,20,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,,
1980,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
1980,11,22,50.0,50.0,,,,,,,,1048.0,,53.0,,,,,,,,,,,,,,,,42.980000000000004,26.060000000000002,318.0,,,,,,9999.0,,,,57.0,31.0,9999.0,,,,,,,9999.0,,,,,,,9999.0,,1.0,,,,,
1980,11,23,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-99.0,,,,,,-99.0,,,,,,,-99.0,,,,,,,-99.0,,,,,,,
1980,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,99.0,,,,,,,99.0,,99.0,,,,,
1980,11,25,0.0,0.0,,,,,,,,1412.0,0.0,100.0,,,,,,,,0.0,0.0,,,,,,,42.980000000000004,21.92,594.0,,,,315.0,360.0,-9999.0,,,,67.0,36.0,-9999.0,,,,,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,
1980,11,26,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,,,,,,-9.0,,,,,,,-9.0,,-9.0,,,,,
1980,11,27,60.0,80.0,,,,,,,,906.0,0.0,86.0,,,,,,,,0.0,0.0,,,,,,,42.980000000000004,21.92,510.0,,,,,,999.0,,,,87.0,54.0,999.0,,,,,,,999.0,,,,,,,999.0,,999.0,,,,,
1980,11,28,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,,,,,,,,-999.0,,-999.0,,,,,
1980,11,30,60.0,80.0,,,,,,,,1418.0,0.0,85.0,,,,,,,,0.0,0.0,,,,,,,46.94,23.0,498.0,,,,,,9999.0,,,,67.0,49.0,9999.0,,,,,,,1.0,,,,,,,9999.0,,9999.0,,,,,
1980,11,31,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-99.0,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,
1980,12,1,60.0,40.0,,,,,,,,0.0,10.0,75.0,,,,,,,,25.0,25.0,,,,,,,42.08,24.98,426.0,,,,315.0,315.0,,,,,57.0,45.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,,,,,,,-9999.0,,1.0,,,,,
1980,12,2,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,-9.0,,-9.0,,,,,,,-9.0,,,,,,,
1980,12,3,100.0,100.0,,,,,,,,24.0,0.0,32.0,,,,,,,,0.0,,,,,,,,57.92,33.08,180.0,,,,,,,,,,195.0,143.0,999.0,999.0,,,,999.0,,999.0,,,,,,,999.0,,999.0,,,,,
1980,12,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,-999.0,,-999.0,,,,,,,-999.0,,-999.0,,,,,
1980,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,
1980,12,6,100.0,100.0,,,,,,,,242.0,33.0,6.0,,,,,,,,5.0,0.0,,,,,,,57.92,33.98,30.0,,,,,,,,,,211.0,170.0,9999.0,9999.0,,,,9999.0,,9999.0,,,,,,,1.0,,1.0,,,,,
1980,12,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,-99.0,,,,-99.0,,-99.0,,,,,,,,,,,,,,
1980,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,99.0,,,,,,,,,,,,,,
1980,12,9,80.0,100.0,,,,,,,,1318.0,3.0,6.0,,,,,,,,3.0,0.0,,,,,,,35.96,26.96,30.0,,,,315.0,315.0,,,,,57.0,40.0,-9999.0,-9999.0,,,,-9999.0,,1.0,,,,,,,-9999.0,,1.0,,,,,
1980,12,10,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,-9.0,,,,,,,,,-9.0,,,,,,,
1980,12,11,60.0,70.0,,,,,,,,412.0,,72.0,,,,,,,,,0.0,,,,,,,37.94,24.08,408.0,,,,,,,,,,87.0,72.0,999.0,999.0,,,,999.0,,999.0,,,,,,,999.0,,1.0,,,,,
1980,12,12,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,,,-999.0,,,,,,,
1980,12,14,50.0,50.0,,,,,,,,1542.0,0.0,69.0,,,,,,,,0.0,0.0,,,,,,,33.08,19.04,384.0,,,,,,,,,,51.0,31.0,1.0,9999.0,,,,9999.0,,1.0,,,,,,,9999.0,,9999.0,,,,,
1980,12,15,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,,,,,,,-99.0,,-99.0,,,,,
1980,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,99.0,,,,,,,,,99.0,,99.0,,,,,
1980,12,17,30.0,30.0,,,,,,,,1506.0,0.0,83.0,,,,,,,,0.0,0.0,,,,,,,39.92,21.02,468.0,,,,360.0,180.0,,,,,41.0,31.0,1.0,-9999.0,,,,-9999.0,,1.0,,,,,,,-9999.0,,-9999.0,,,,,
1980,12,18,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,-9.0,,-9.0,,,,,
1980,12,19,50.0,50.0,,,,,,,,336.0,0.0,53.0,,,,,,,,0.0,0.0,,,,,,,37.04,19.939999999999998,294.0,,,,,,,,,,46.0,36.0,1.0,1.0,,,,999.0,,1.0,,,,,,,999.0,,999.0,,,,,
1980,12,20,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,-999.0,,,,,,,
1980,12,22,100.0,100.0,,,,,,,,648.0,,0.0,,,,,,,,,0.0,,,,,,,26.96,21.92,0.0,,,,,,,,,,62.0,49.0,1.0,1.0,,,,9999.0,,1.0,,,,,,,9999.0,,1.0,,,,,
1980,12,23,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,-99.0,,,,,,,
1980,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,99.0,,,,,,,
1980,12,25,100.0,100.0,,,,,,,,1506.0,0.0,0.0,,,,,,,,5.0,0.0,,,,,,,32.0,24.98,0.0,,,,360.0,360.0,,,,,51.0,36.0,1.0,1.0,,,,-9999.0,,1.0,,,,,,,-9999.0,,1.0,,,,,
1980,12,26,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,-9.0,,,,,,,
1980,12,27,100.0,100.0,,,,,,,,812.0,,0.0,,,,,,,,5.0,,,,,,,,30.02,24.98,0.0,,,,,,,,,,46.0,27.0,1.0,1.0,,,,999.0,,1.0,,,,,,,999.0,,1.0,,,,,
1980,12,28,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,-999.0,,,,,,,
1980,12,30,100.0,100.0,,,,,,,,2018.0,,0.0,,,,,,,,,,,,,,,,30.02,26.96,0.0,,,,,,,,,,41.0,27.0,1.0,1.0,,,,9999.0,,1.0,,,,,,,9999.0,,1.0,,,,,
1980,12,31,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,,,,,,,,-99.0,,,,,,,
1981,1,1,100.0,100.0,,,,,,,,1318.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,28.94,24.98,0.0,,,,315.0,315.0,-9999.0,,,,41.0,27.0,1.0,1.0,-9999.0,,,-9999.0,,1.0,,,,,,,-9999.0,,1.0,,,,,
1981,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,,,-9.0,,,-9.0,,,,,,,,,-9.0,,,,,,,
1981,1,3,100.0,100.0,,,,,,,,148.0,,0.0,,,,,,,,5.0,,,,,,,,30.92,28.04,0.0,,,,,,999.0,,,,36.0,27.0,1.0,1.0,999.0,,,999.0,,1.0,,,,,,,999.0,,1.0,,,,,
1981,1,4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-999.0,,,,,,,,-999.0,,,-999.0,,,,,,,,,-999.0,,,,,,,
1981,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,9.0,,,,,,,
1981,1,6,100.0,100.0,,,,,,,,2212.0,25.0,0.0,,,,,,,,28.0,0.0,,,,,,,35.06,30.02,0.0,,,,,,9999.0,,,,46.0,40.0,1.0,1.0,9999.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,
1981,1,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-99.0,,,,,,,,-99.0,,,,,,,,,,,,,,,,,,,
1981,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,99.0,,,99.0,,,,,,,,,99.0,,,,,,,
1981,1,9,80.0,80.0,,,,,,,,2254.0,0.0,12.0,,,,,,,,0.0,25.0,,,,,,,35.96,24.08,66.0,,,,180.0,360.0,-9999.0,,,,46.0,36.0,1.0,-9999.0,-9999.0,,,-9999.0,,1.0,,,,,,,-9999.0,,-9999.0,,,,,
1981,1,10,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,,-9.0,-9.0,,,-9.0,,,,,,,,,-9.0,,-9.0,,,,,
1981,1,11,100.0,100.0,,,,,,,,906.0,0.0,0.0,,,,,,,,0.0,,,,,,,,33.08,28.04,0.0,,,,,,999.0,,,,51.0,40.0,1.0,999.0,999.0,,,999.0,,1.0,,,,,,,999.0,,999.0,,,,,
1981,1,12,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-999.0,,,,,,,-999.0,-999.0,,,-999.0,,,,,,,,,-999.0,,,,,,,
1981,1,14,100.0,100.0,,,,,,,,1436.0,0.0,0.0,,,,,,,,0.0,,,,,,,,32.0,30.02,0.0,,,,,,9999.0,,,,57.0,36.0,1.0,9999.0,9999.0,,,9999.0,,1.0,,,,,,,9999.0,,9999.0,,,,,
1981,1,15,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-99.0,,,,,,,-99.0,-99.0,,,-99.0,,,,,,,,,-99.0,,-99.0,,,,,
1981,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,99.0,,,99.0,,,,,,,,,99.0,,99.0,,,,,
1981,1,17,100.0,100.0,,,,,,,,1330.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,30.92,28.94,0.0,,,,270.0,270.0,-9999.0,,,,51.0,36.0,-9999.0,-9999.0,-9999.0,,,-9999.0,,1.0,,,,,,,-9999.0,,-9999.0,,,,,
1981,1,18,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,-9.0,-9.0,,,-9.0,,,,,,,,,-9.0,,,,,,,
1981,1,19,100.0,100.0,,,,,,,,248.0,,0.0,,,,,,,,,,,,,,,,30.92,28.04,0.0,,,,,,999.0,,,,51.0,36.0,999.0,999.0,999.0,,,999.0,,1.0,,,,,,,999.0,,1.0,,,,,
1981,1,20,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,-999.0,,,-999.0,,,,,,,,,-999.0,,,,,,,
1981,1,22,100.0,100.0,,,,,,,,1324.0,,0.0,,,,,,,,,,,,,,,,28.94,26.060000000000002,0.0,,,,,,9999.0,,,,51.0,36.0,9999.0,9999.0,9999.0,,,9999.0,,1.0,,,,,,,9999.0,,1.0,,,,,
1981,1,23,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,-99.0,,,-99.0,,,,,,,,,-99.0,,,,,,,
1981,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,99.0,,,99.0,,,,,,,,,99.0,,,,,,,
1981,1,25,100.0,100.0,,,,,,,,1142.0,0.0,28.0,,,,,,,,0.0,0.0,,,,,,,33.08,26.060000000000002,162.0,,,,315.0,315.0,-9999.0,,,,67.0,54.0,1.0,-9999.0,-9999.0,,,-9999.0,,1.0,,,,,,,-9999.0,,-9999.0,,,,,
1981,1,26,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,,-9.0,-9.0,,,-9.0,,,,,,,,,-9.0,,-9.0,,,,,
1981,1,27,90.0,100.0,,,,,,,,448.0,0.0,17.0,,,,,,,,0.0,,,,,,,,41.0,28.04,96.0,,,,,,999.0,,,,62.0,49.0,1.0,999.0,999.0,,,999.0,,1.0,,,,,,,999.0,,999.0,,,,,
1981,1,28,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,-999.0,,,-999.0,,,,,,,,,-999.0,,-999.0,,,,,
1981,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,9.0,,,,,
1981,1,30,60.0,50.0,,,,,,,,2306.0,,59.0,,,,,,,,,0.0,,,,,,,42.08,24.08,342.0,,,,,,9999.0,,,,62.0,54.0,1.0,1.0,9999.0,,,9999.0,,1.0,,,,,,,9999.0,,1.0,,,,,
1981,1,31,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-99.0,,,,,,,,-99.0,,,-99.0,,,,,,,,,-99.0,,,,,,,
1981,2,1,80.0,80.0,,,,,,,,2218.0,0.0,25.0,,,,,,,,8.0,102.0,,,,,,,37.04,17.96,156.0,,,,180.0,180.0,762.0,,,,46.0,45.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,1.0,,,,,
1981,2,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,-9.0,,,,,,,
1981,2,3,40.0,40.0,,,,,,,,330.0,0.0,93.0,,,,,,,,0.0,51.0,,,,,,,37.94,17.06,564.0,,,,,,762.0,,,,57.0,49.0,999.0,999.0,,,,,,999.0,,,,,,,999.0,,999.0,,,,,
1981,2,4,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,,-999.0,,-999.0,,,,,
1981,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
1981,2,6,10.0,10.0,,,,,,,,1324.0,0.0,72.0,,,,,,,,0.0,25.0,,,,,,,35.06,15.979999999999997,534.0,,,,,,9999.0,,,,46.0,36.0,1.0,9999.0,,,,,,1.0,,,,,,,9999.0,,9999.0,,,,,
1981,2,7,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,,,,,,,-99.0,,-99.0,,,,,
1981,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,,,,,,,99.0,,99.0,,,,,
1981,2,9,60.0,60.0,,,,,,,,1306.0,0.0,68.0,,,,,,,,0.0,25.0,,,,,,,39.92,26.060000000000002,420.0,,,,360.0,360.0,-9999.0,,,,62.0,54.0,-9999.0,-9999.0,,,,,,1.0,,,,,,,-9999.0,,1.0,,,,,
1981,2,10,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,-9.0,,,,,,,,,,,,,-9.0,,,,,,,
1981,2,11,30.0,40.0,,,,,,,,500.0,0.0,98.0,,,,,,,,0.0,,,,,,,,41.0,23.0,606.0,,,,,,999.0,,,,51.0,45.0,999.0,999.0,,,,,,999.0,,,,,,,999.0,,999.0,,,,,
1981,2,12,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,-999.0,,-999.0,,,,,
1981,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,,,,
1981,2,14,100.0,100.0,,,,,,,,2012.0,,34.0,,,,,,,,,,,,,,,,48.92,33.98,210.0,,,,,,9999.0,,,,154.0,130.0,9999.0,9999.0,,,,,,9999.0,,,,,,,1.0,,1.0,,,,,
1981,2,15,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,,,,,,,,-99.0,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,,,,,,,,
1981,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,,,,,,99.0,,,,,,,99.0,,99.0,,,,,
1981,2,17,100.0,100.0,,,,,,,,330.0,0.0,3.0,,,,,,,,0.0,0.0,,,,,,,33.08,19.939999999999998,18.0,,,,135.0,135.0,-9999.0,,,,67.0,58.0,-9999.0,-9999.0,,,,,,1.0,,,,,,,-9999.0,,1.0,,,,,
1981,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,,-9.0,,,,,,,,,,,,,-9.0,,,,,,,
1981,2,19,70.0,80.0,,,,,,,,454.0,20.0,72.0,,,,,,,,30.0,25.0,,,,,,,51.98,24.98,456.0,,,,,,999.0,,,,57.0,45.0,1.0,999.0,,,,,,1.0,,,,,,,999.0,,1.0,,,,,
1981,2,20,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,,,,,,,,,-999.0,,,,,,,
1981,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1981,2,22,90.0,100.0,,,,,,,,412.0,,2.0,,,,,,,,0.0,0.0,,,,,,,55.04,32.0,18.0,,,,,,9999.0,,,,93.0,76.0,9999.0,9999.0,,,,,,9999.0,,,,,,,1.0,,9999.0,,,,,
1981,2,23,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-99.0,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,,,-99.0,,,,,
1981,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,99.0,,,,,,99.0,,,,,,,99.0,,99.0,,,,,
1981,2,25,80.0,100.0,,,,,,,,1230.0,0.0,48.0,,,,,,,,0.0,0.0,,,,,,,57.92,30.02,312.0,,,,135.0,135.0,-9999.0,,,,67.0,58.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,-9999.0,,-9999.0,,,,,
1981,2,26,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,-9.0,,,,,
1981,2,27,80.0,60.0,,,,,,,,100.0,20.0,50.0,,,,,,,,0.0,0.0,,,,,,,53.96,37.94,324.0,,,,,,999.0,,,,123.0,107.0,999.0,999.0,,,,,,999.0,,,,,,,1.0,,999.0,,,,,
1981,2,28,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,,,-999.0,,,,,
1981,2,30,80.0,100.0,,,,,,,,2030.0,0.0,12.0,,,,,,,,0.0,0.0,,,,,,,60.980000000000004,39.92,78.0,,,,,,9999.0,,,,149.0,130.0,9999.0,9999.0,,,,,,9999.0,,,,,,,9999.0,,9999.0,,,,,
1981,2,31,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-99.0,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,,,,,,,,
1981,3,1,70.0,100.0,,,,,,,,1418.0,0.0,29.0,,,,,,,,0.0,0.0,,,,,,,53.06,35.06,198.0,,,,315.0,270.0,-9999.0,,,,67.0,54.0,-9999.0,,-9999.0,,,,,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1981,3,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,32.0,32.0,,,,,,,-9.0,,,,,,-9.0,,-9.0,,,,,-9.0,,,,,,,,,-9.0,,,,,
1981,3,3,100.0,100.0,,,,,,,,630.0,8.0,0.0,,,,,,,,0.0,0.0,,,,,,,44.96,30.92,0.0,,,,,,999.0,,,,98.0,80.0,999.0,,999.0,,,,,999.0,,,,,,,1.0,,999.0,,,,,
1981,3,4,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,-999.0,,,,,,,,-999.0,,,,,-999.0,,,,,,,,,,,,,,
1981,3,6,10.0,0.0,,,,,,,,1154.0,0.0,98.0,,,,,,,,0.0,0.0,,,,,,,53.06,30.92,672.0,,,,,,9999.0,,,,82.0,67.0,9999.0,,9999.0,,,,,9999.0,,,,,,,9999.0,,9999.0,,,,,
